"Statistic","CensusYear","Sex","Province County or City","UNIT","VALUE"
"2002 Population at Each Census Since 1841","1979","Male","Monaghan","Number","26245"
"2002 Population at Each Census Since 1841","1979","Female","State","Number","1674945"
"2002 Population at Each Census Since 1841","1979","Female","Leinster","Number","881352"
"2002 Population at Each Census Since 1841","1979","Female","Carlow","Number","18925"
"2002 Population at Each Census Since 1841","1979","Female","Dublin","Number","510579"
"2002 Population at Each Census Since 1841","1979","Female","Kildare","Number","46519"
"2002 Population at Each Census Since 1841","1979","Female","Kilkenny","Number","33468"
"2002 Population at Each Census Since 1841","1979","Female","Laois","Number","23744"
"2002 Population at Each Census Since 1841","1979","Female","Longford","Number","14726"
"2002 Population at Each Census Since 1841","1979","Female","Louth","Number","43074"
"2002 Population at Each Census Since 1841","1979","Female","Meath","Number","44011"
"2002 Population at Each Census Since 1841","1979","Female","Offaly","Number","27550"
"2002 Population at Each Census Since 1841","1979","Female","Westmeath","Number","29328"
"2002 Population at Each Census Since 1841","1979","Female","Wexford","Number","47447"
"2002 Population at Each Census Since 1841","1979","Female","Wicklow","Number","41981"
"2002 Population at Each Census Since 1841","1979","Female","Munster","Number","482408"
"2002 Population at Each Census Since 1841","1979","Female","Clare","Number","40974"
"2002 Population at Each Census Since 1841","1979","Female","Cork","Number","196972"
"2002 Population at Each Census Since 1841","1979","Female","Kerry","Number","58171"
"2002 Population at Each Census Since 1841","1979","Female","Limerick","Number","78105"
"2002 Population at Each Census Since 1841","1979","Female","North Tipperary","Number","28358"
"2002 Population at Each Census Since 1841","1979","Female","South Tipperary","Number","36506"
"2002 Population at Each Census Since 1841","1979","Female","Waterford","Number","43322"
"2002 Population at Each Census Since 1841","1979","Female","Connacht","Number","202324"
"2002 Population at Each Census Since 1841","1979","Female","Galway","Number","81310"
"2002 Population at Each Census Since 1841","1979","Female","Leitrim","Number","12966"
"2002 Population at Each Census Since 1841","1979","Female","Mayo","Number","55530"
"2002 Population at Each Census Since 1841","1979","Female","Roscommon","Number","25714"
"2002 Population at Each Census Since 1841","1979","Female","Sligo","Number","26804"
"2002 Population at Each Census Since 1841","1979","Female","Ulster (part of)","Number","108861"
"2002 Population at Each Census Since 1841","1979","Female","Cavan","Number","25418"
"2002 Population at Each Census Since 1841","1979","Female","Donegal","Number","59312"
"2002 Population at Each Census Since 1841","1979","Female","Monaghan","Number","24131"
"2002 Population at Each Census Since 1841","1981","Both sexes","State","Number","3443405"
"2002 Population at Each Census Since 1841","1981","Both sexes","Leinster","Number","1790521"
"2002 Population at Each Census Since 1841","1981","Both sexes","Carlow","Number","39820"
"2002 Population at Each Census Since 1841","1981","Both sexes","Dublin","Number","1003164"
"2002 Population at Each Census Since 1841","1981","Both sexes","Kildare","Number","104122"
"2002 Population at Each Census Since 1841","1981","Both sexes","Kilkenny","Number","70806"
"2002 Population at Each Census Since 1841","1981","Both sexes","Laois","Number","51171"
"2002 Population at Each Census Since 1841","1981","Both sexes","Longford","Number","31140"
"2002 Population at Each Census Since 1841","1981","Both sexes","Louth","Number","88514"
"2002 Population at Each Census Since 1841","1981","Both sexes","Meath","Number","95419"
"2002 Population at Each Census Since 1841","1981","Both sexes","Offaly","Number","58312"
"2002 Population at Each Census Since 1841","1981","Both sexes","Westmeath","Number","61523"
"2002 Population at Each Census Since 1841","1981","Both sexes","Wexford","Number","99081"
"2002 Population at Each Census Since 1841","1981","Both sexes","Wicklow","Number","87449"
"2002 Population at Each Census Since 1841","1981","Both sexes","Munster","Number","998315"
"2002 Population at Each Census Since 1841","1981","Both sexes","Clare","Number","87567"
"2002 Population at Each Census Since 1841","1981","Both sexes","Cork","Number","402465"
"2002 Population at Each Census Since 1841","1981","Both sexes","Kerry","Number","122770"
"2002 Population at Each Census Since 1841","1981","Both sexes","Limerick","Number","161661"
"2002 Population at Each Census Since 1841","1981","Both sexes","North Tipperary","Number","58984"
"2002 Population at Each Census Since 1841","1981","Both sexes","South Tipperary","Number","76277"
"2002 Population at Each Census Since 1841","1981","Both sexes","Waterford","Number","88591"
"2002 Population at Each Census Since 1841","1981","Both sexes","Connacht","Number","424410"
"2002 Population at Each Census Since 1841","1981","Both sexes","Galway","Number","172018"
"2002 Population at Each Census Since 1841","1981","Both sexes","Leitrim","Number","27609"
"2002 Population at Each Census Since 1841","1981","Both sexes","Mayo","Number","114766"
"2002 Population at Each Census Since 1841","1981","Both sexes","Roscommon","Number","54543"
"2002 Population at Each Census Since 1841","1981","Both sexes","Sligo","Number","55474"
"2002 Population at Each Census Since 1841","1981","Both sexes","Ulster (part of)","Number","230159"
"2002 Population at Each Census Since 1841","1981","Both sexes","Cavan","Number","53855"
"2002 Population at Each Census Since 1841","1981","Both sexes","Donegal","Number","125112"
"2002 Population at Each Census Since 1841","1981","Both sexes","Monaghan","Number","51192"
"2002 Population at Each Census Since 1841","1981","Male","State","Number","1729354"
"2002 Population at Each Census Since 1841","1981","Male","Leinster","Number","884666"
"2002 Population at Each Census Since 1841","1981","Male","Carlow","Number","20195"
"2002 Population at Each Census Since 1841","1981","Male","Dublin","Number","482342"
"2002 Population at Each Census Since 1841","1981","Male","Kildare","Number","53967"
"2002 Population at Each Census Since 1841","1981","Male","Kilkenny","Number","36395"
"2002 Population at Each Census Since 1841","1981","Male","Laois","Number","26774"
"2002 Population at Each Census Since 1841","1981","Male","Longford","Number","16234"
"2002 Population at Each Census Since 1841","1981","Male","Louth","Number","44125"
"2002 Population at Each Census Since 1841","1981","Male","Meath","Number","48957"
"2002 Population at Each Census Since 1841","1981","Male","Offaly","Number","30290"
"2002 Population at Each Census Since 1841","1981","Male","Westmeath","Number","31388"
"2002 Population at Each Census Since 1841","1981","Male","Wexford","Number","50336"
"2002 Population at Each Census Since 1841","1981","Male","Wicklow","Number","43663"
"2002 Population at Each Census Since 1841","1981","Male","Munster","Number","506857"
"2002 Population at Each Census Since 1841","1981","Male","Clare","Number","45366"
"2002 Population at Each Census Since 1841","1981","Male","Cork","Number","202388"
"2002 Population at Each Census Since 1841","1981","Male","Kerry","Number","63492"
"2002 Population at Each Census Since 1841","1981","Male","Limerick","Number","81595"
"2002 Population at Each Census Since 1841","1981","Male","North Tipperary","Number","30247"
"2002 Population at Each Census Since 1841","1981","Male","South Tipperary","Number","39256"
"2002 Population at Each Census Since 1841","1981","Male","Waterford","Number","44513"
"2002 Population at Each Census Since 1841","1981","Male","Connacht","Number","218852"
"2002 Population at Each Census Since 1841","1981","Male","Galway","Number","88330"
"2002 Population at Each Census Since 1841","1981","Male","Leitrim","Number","14699"
"2002 Population at Each Census Since 1841","1981","Male","Mayo","Number","58987"
"2002 Population at Each Census Since 1841","1981","Male","Roscommon","Number","28653"
"2002 Population at Each Census Since 1841","1981","Male","Sligo","Number","28183"
"2002 Population at Each Census Since 1841","1981","Male","Ulster (part of)","Number","118979"
"2002 Population at Each Census Since 1841","1981","Male","Cavan","Number","28338"
"2002 Population at Each Census Since 1841","1981","Male","Donegal","Number","63962"
"2002 Population at Each Census Since 1841","1981","Male","Monaghan","Number","26679"
"2002 Population at Each Census Since 1841","1981","Female","State","Number","1714051"
"2002 Population at Each Census Since 1841","1981","Female","Leinster","Number","905855"
"2002 Population at Each Census Since 1841","1981","Female","Carlow","Number","19625"
"2002 Population at Each Census Since 1841","1981","Female","Dublin","Number","520822"
"2002 Population at Each Census Since 1841","1981","Female","Kildare","Number","50155"
"2002 Population at Each Census Since 1841","1981","Female","Kilkenny","Number","34411"
"2002 Population at Each Census Since 1841","1981","Female","Laois","Number","24397"
"2002 Population at Each Census Since 1841","1981","Female","Longford","Number","14906"
"2002 Population at Each Census Since 1841","1981","Female","Louth","Number","44389"
"2002 Population at Each Census Since 1841","1981","Female","Meath","Number","46462"
"2002 Population at Each Census Since 1841","1981","Female","Offaly","Number","28022"
"2002 Population at Each Census Since 1841","1981","Female","Westmeath","Number","30135"
"2002 Population at Each Census Since 1841","1981","Female","Wexford","Number","48745"
"2002 Population at Each Census Since 1841","1981","Female","Wicklow","Number","43786"
"2002 Population at Each Census Since 1841","1981","Female","Munster","Number","491458"
"2002 Population at Each Census Since 1841","1981","Female","Clare","Number","42201"
"2002 Population at Each Census Since 1841","1981","Female","Cork","Number","200077"
"2002 Population at Each Census Since 1841","1981","Female","Kerry","Number","59278"
"2002 Population at Each Census Since 1841","1981","Female","Limerick","Number","80066"
"2002 Population at Each Census Since 1841","1981","Female","North Tipperary","Number","28737"
"2002 Population at Each Census Since 1841","1981","Female","South Tipperary","Number","37021"
"2002 Population at Each Census Since 1841","1981","Female","Waterford","Number","44078"
"2002 Population at Each Census Since 1841","1981","Female","Connacht","Number","205558"
"2002 Population at Each Census Since 1841","1981","Female","Galway","Number","83688"
"2002 Population at Each Census Since 1841","1981","Female","Leitrim","Number","12910"
"2002 Population at Each Census Since 1841","1981","Female","Mayo","Number","55779"
"2002 Population at Each Census Since 1841","1981","Female","Roscommon","Number","25890"
"2002 Population at Each Census Since 1841","1981","Female","Sligo","Number","27291"
"2002 Population at Each Census Since 1841","1981","Female","Ulster (part of)","Number","111180"
"2002 Population at Each Census Since 1841","1981","Female","Cavan","Number","25517"
"2002 Population at Each Census Since 1841","1981","Female","Donegal","Number","61150"
"2002 Population at Each Census Since 1841","1981","Female","Monaghan","Number","24513"
"2002 Population at Each Census Since 1841","1986","Both sexes","State","Number","3540643"
"2002 Population at Each Census Since 1841","1986","Both sexes","Leinster","Number","1852649"
"2002 Population at Each Census Since 1841","1986","Both sexes","Carlow","Number","40988"
"2002 Population at Each Census Since 1841","1986","Both sexes","Dublin","Number","1021449"
"2002 Population at Each Census Since 1841","1986","Both sexes","Kildare","Number","116247"
"2002 Population at Each Census Since 1841","1986","Both sexes","Kilkenny","Number","73186"
"2002 Population at Each Census Since 1841","1986","Both sexes","Laois","Number","53284"
"2002 Population at Each Census Since 1841","1986","Both sexes","Longford","Number","31496"
"2002 Population at Each Census Since 1841","1986","Both sexes","Louth","Number","91810"
"2002 Population at Each Census Since 1841","1986","Both sexes","Meath","Number","103881"
"2002 Population at Each Census Since 1841","1986","Both sexes","Offaly","Number","59835"
"2002 Population at Each Census Since 1841","1986","Both sexes","Westmeath","Number","63379"
"2002 Population at Each Census Since 1841","1986","Both sexes","Wexford","Number","102552"
"2002 Population at Each Census Since 1841","1986","Both sexes","Wicklow","Number","94542"
"2002 Population at Each Census Since 1841","1986","Both sexes","Munster","Number","1020577"
"2002 Population at Each Census Since 1841","1986","Both sexes","Clare","Number","91344"
"2002 Population at Each Census Since 1841","1986","Both sexes","Cork","Number","412735"
"2002 Population at Each Census Since 1841","1986","Both sexes","Kerry","Number","124159"
"2002 Population at Each Census Since 1841","1986","Both sexes","Limerick","Number","164569"
"2002 Population at Each Census Since 1841","1986","Both sexes","North Tipperary","Number","59522"
"2002 Population at Each Census Since 1841","1986","Both sexes","South Tipperary","Number","77097"
"2002 Population at Each Census Since 1841","1986","Both sexes","Waterford","Number","91151"
"2002 Population at Each Census Since 1841","1986","Both sexes","Connacht","Number","431409"
"2002 Population at Each Census Since 1841","1986","Both sexes","Galway","Number","178552"
"2002 Population at Each Census Since 1841","1986","Both sexes","Leitrim","Number","27035"
"2002 Population at Each Census Since 1841","1986","Both sexes","Mayo","Number","115184"
"2002 Population at Each Census Since 1841","1986","Both sexes","Roscommon","Number","54592"
"2002 Population at Each Census Since 1841","1986","Both sexes","Sligo","Number","56046"
"2002 Population at Each Census Since 1841","1986","Both sexes","Ulster (part of)","Number","236008"
"2002 Population at Each Census Since 1841","1986","Both sexes","Cavan","Number","53965"
"2002 Population at Each Census Since 1841","1986","Both sexes","Donegal","Number","129664"
"2002 Population at Each Census Since 1841","1986","Both sexes","Monaghan","Number","52379"
"2002 Population at Each Census Since 1841","1986","Male","State","Number","1769690"
"2002 Population at Each Census Since 1841","1986","Male","Leinster","Number","913736"
"2002 Population at Each Census Since 1841","1986","Male","Carlow","Number","20816"
"2002 Population at Each Census Since 1841","1986","Male","Dublin","Number","492279"
"2002 Population at Each Census Since 1841","1986","Male","Kildare","Number","59542"
"2002 Population at Each Census Since 1841","1986","Male","Kilkenny","Number","37325"
"2002 Population at Each Census Since 1841","1986","Male","Laois","Number","27531"
"2002 Population at Each Census Since 1841","1986","Male","Longford","Number","16153"
"2002 Population at Each Census Since 1841","1986","Male","Louth","Number","45530"
"2002 Population at Each Census Since 1841","1986","Male","Meath","Number","52931"
"2002 Population at Each Census Since 1841","1986","Male","Offaly","Number","30819"
"2002 Population at Each Census Since 1841","1986","Male","Westmeath","Number","32048"
"2002 Population at Each Census Since 1841","1986","Male","Wexford","Number","51782"
"2002 Population at Each Census Since 1841","1986","Male","Wicklow","Number","46980"
"2002 Population at Each Census Since 1841","1986","Male","Munster","Number","514708"
"2002 Population at Each Census Since 1841","1986","Male","Clare","Number","46913"
"2002 Population at Each Census Since 1841","1986","Male","Cork","Number","206470"
"2002 Population at Each Census Since 1841","1986","Male","Kerry","Number","63293"
"2002 Population at Each Census Since 1841","1986","Male","Limerick","Number","82686"
"2002 Population at Each Census Since 1841","1986","Male","North Tipperary","Number","30347"
"2002 Population at Each Census Since 1841","1986","Male","South Tipperary","Number","39381"
"2002 Population at Each Census Since 1841","1986","Male","Waterford","Number","45618"
"2002 Population at Each Census Since 1841","1986","Male","Connacht","Number","220094"
"2002 Population at Each Census Since 1841","1986","Male","Galway","Number","90625"
"2002 Population at Each Census Since 1841","1986","Male","Leitrim","Number","14205"
"2002 Population at Each Census Since 1841","1986","Male","Mayo","Number","58729"
"2002 Population at Each Census Since 1841","1986","Male","Roscommon","Number","28351"
"2002 Population at Each Census Since 1841","1986","Male","Sligo","Number","28184"
"2002 Population at Each Census Since 1841","1986","Male","Ulster (part of)","Number","121152"
"2002 Population at Each Census Since 1841","1986","Male","Cavan","Number","28202"
"2002 Population at Each Census Since 1841","1986","Male","Donegal","Number","65906"
"2002 Population at Each Census Since 1841","1986","Male","Monaghan","Number","27044"
"2002 Population at Each Census Since 1841","1986","Female","State","Number","1770953"
"2002 Population at Each Census Since 1841","1986","Female","Leinster","Number","938913"
"2002 Population at Each Census Since 1841","1986","Female","Carlow","Number","20172"
"2002 Population at Each Census Since 1841","1986","Female","Dublin","Number","529170"
"2002 Population at Each Census Since 1841","1986","Female","Kildare","Number","56705"
"2002 Population at Each Census Since 1841","1986","Female","Kilkenny","Number","35861"
"2002 Population at Each Census Since 1841","1986","Female","Laois","Number","25753"
"2002 Population at Each Census Since 1841","1986","Female","Longford","Number","15343"
"2002 Population at Each Census Since 1841","1986","Female","Louth","Number","46280"
"2002 Population at Each Census Since 1841","1986","Female","Meath","Number","50950"
"2002 Population at Each Census Since 1841","1986","Female","Offaly","Number","29016"
"2002 Population at Each Census Since 1841","1986","Female","Westmeath","Number","31331"
"2002 Population at Each Census Since 1841","1986","Female","Wexford","Number","50770"
"2002 Population at Each Census Since 1841","1986","Female","Wicklow","Number","47562"
"2002 Population at Each Census Since 1841","1986","Female","Munster","Number","505869"
"2002 Population at Each Census Since 1841","1986","Female","Clare","Number","44431"
"2002 Population at Each Census Since 1841","1986","Female","Cork","Number","206265"
"2002 Population at Each Census Since 1841","1986","Female","Kerry","Number","60866"
"2002 Population at Each Census Since 1841","1986","Female","Limerick","Number","81883"
"2002 Population at Each Census Since 1841","1986","Female","North Tipperary","Number","29175"
"2002 Population at Each Census Since 1841","1986","Female","South Tipperary","Number","37716"
"2002 Population at Each Census Since 1841","1986","Female","Waterford","Number","45533"
"2002 Population at Each Census Since 1841","1986","Female","Connacht","Number","211315"
"2002 Population at Each Census Since 1841","1986","Female","Galway","Number","87927"
"2002 Population at Each Census Since 1841","1986","Female","Leitrim","Number","12830"
"2002 Population at Each Census Since 1841","1986","Female","Mayo","Number","56455"
"2002 Population at Each Census Since 1841","1986","Female","Roscommon","Number","26241"
"2002 Population at Each Census Since 1841","1986","Female","Sligo","Number","27862"
"2002 Population at Each Census Since 1841","1986","Female","Ulster (part of)","Number","114856"
"2002 Population at Each Census Since 1841","1986","Female","Cavan","Number","25763"
"2002 Population at Each Census Since 1841","1986","Female","Donegal","Number","63758"
"2002 Population at Each Census Since 1841","1986","Female","Monaghan","Number","25335"
"2002 Population at Each Census Since 1841","1991","Both sexes","State","Number","3525719"
"2002 Population at Each Census Since 1841","1991","Both sexes","Leinster","Number","1860949"
"2002 Population at Each Census Since 1841","1991","Both sexes","Carlow","Number","40942"
"2002 Population at Each Census Since 1841","1991","Both sexes","Dublin","Number","1025304"
"2002 Population at Each Census Since 1841","1991","Both sexes","Kildare","Number","122656"
"2002 Population at Each Census Since 1841","1991","Both sexes","Kilkenny","Number","73635"
"2002 Population at Each Census Since 1841","1991","Both sexes","Laois","Number","52314"
"2002 Population at Each Census Since 1841","1991","Both sexes","Longford","Number","30296"
"2002 Population at Each Census Since 1841","1991","Both sexes","Louth","Number","90724"
"2002 Population at Each Census Since 1841","1991","Both sexes","Meath","Number","105370"
"2002 Population at Each Census Since 1841","1991","Both sexes","Offaly","Number","58494"
"2002 Population at Each Census Since 1841","1991","Both sexes","Westmeath","Number","61880"
"2002 Population at Each Census Since 1841","1991","Both sexes","Wexford","Number","102069"
"2002 Population at Each Census Since 1841","1991","Both sexes","Wicklow","Number","97265"
"2002 Population at Each Census Since 1841","1991","Both sexes","Munster","Number","1009533"
"2002 Population at Each Census Since 1841","1991","Both sexes","Clare","Number","90918"
"2002 Population at Each Census Since 1841","1991","Both sexes","Cork","Number","410369"
"2002 Population at Each Census Since 1841","1991","Both sexes","Kerry","Number","121894"
"2002 Population at Each Census Since 1841","1991","Both sexes","Limerick","Number","161956"
"2002 Population at Each Census Since 1841","1991","Both sexes","North Tipperary","Number","57854"
"2002 Population at Each Census Since 1841","1991","Both sexes","South Tipperary","Number","74918"
"2002 Population at Each Census Since 1841","1991","Both sexes","Waterford","Number","91624"
"2002 Population at Each Census Since 1841","1991","Both sexes","Connacht","Number","423031"
"2002 Population at Each Census Since 1841","1991","Both sexes","Galway","Number","180364"
"2002 Population at Each Census Since 1841","1991","Both sexes","Leitrim","Number","25301"
"2002 Population at Each Census Since 1841","1991","Both sexes","Mayo","Number","110713"
"2002 Population at Each Census Since 1841","1991","Both sexes","Roscommon","Number","51897"
"2002 Population at Each Census Since 1841","1991","Both sexes","Sligo","Number","54756"
"2002 Population at Each Census Since 1841","1991","Both sexes","Ulster (part of)","Number","232206"
"2002 Population at Each Census Since 1841","1991","Both sexes","Cavan","Number","52796"
"2002 Population at Each Census Since 1841","1991","Both sexes","Donegal","Number","128117"
"2002 Population at Each Census Since 1841","1991","Both sexes","Monaghan","Number","51293"
"2002 Population at Each Census Since 1841","1991","Male","State","Number","1753418"
"2002 Population at Each Census Since 1841","1991","Male","Leinster","Number","913849"
"2002 Population at Each Census Since 1841","1991","Male","Carlow","Number","20785"
"2002 Population at Each Census Since 1841","1991","Male","Dublin","Number","492432"
"2002 Population at Each Census Since 1841","1991","Male","Kildare","Number","62207"
"2002 Population at Each Census Since 1841","1991","Male","Kilkenny","Number","37447"
"2002 Population at Each Census Since 1841","1991","Male","Laois","Number","26904"
"2002 Population at Each Census Since 1841","1991","Male","Longford","Number","15542"
"2002 Population at Each Census Since 1841","1991","Male","Louth","Number","44823"
"2002 Population at Each Census Since 1841","1991","Male","Meath","Number","53291"
"2002 Population at Each Census Since 1841","1991","Male","Offaly","Number","29892"
"2002 Population at Each Census Since 1841","1991","Male","Westmeath","Number","31006"
"2002 Population at Each Census Since 1841","1991","Male","Wexford","Number","51444"
"2002 Population at Each Census Since 1841","1991","Male","Wicklow","Number","48076"
"2002 Population at Each Census Since 1841","1991","Male","Munster","Number","507095"
"2002 Population at Each Census Since 1841","1991","Male","Clare","Number","46367"
"2002 Population at Each Census Since 1841","1991","Male","Cork","Number","204542"
"2002 Population at Each Census Since 1841","1991","Male","Kerry","Number","61932"
"2002 Population at Each Census Since 1841","1991","Male","Limerick","Number","81094"
"2002 Population at Each Census Since 1841","1991","Male","North Tipperary","Number","29355"
"2002 Population at Each Census Since 1841","1991","Male","South Tipperary","Number","38067"
"2002 Population at Each Census Since 1841","1991","Male","Waterford","Number","45738"
"2002 Population at Each Census Since 1841","1991","Male","Connacht","Number","214131"
"2002 Population at Each Census Since 1841","1991","Male","Galway","Number","91005"
"2002 Population at Each Census Since 1841","1991","Male","Leitrim","Number","13203"
"2002 Population at Each Census Since 1841","1991","Male","Mayo","Number","55981"
"2002 Population at Each Census Since 1841","1991","Male","Roscommon","Number","26694"
"2002 Population at Each Census Since 1841","1991","Male","Sligo","Number","27248"
"2002 Population at Each Census Since 1841","1991","Male","Ulster (part of)","Number","118343"
"2002 Population at Each Census Since 1841","1991","Male","Cavan","Number","27314"
"2002 Population at Each Census Since 1841","1991","Male","Donegal","Number","64817"
"2002 Population at Each Census Since 1841","1991","Male","Monaghan","Number","26212"
"2002 Population at Each Census Since 1841","1991","Female","State","Number","1772301"
"2002 Population at Each Census Since 1841","1991","Female","Leinster","Number","947100"
"2002 Population at Each Census Since 1841","1991","Female","Carlow","Number","20157"
"2002 Population at Each Census Since 1841","1991","Female","Dublin","Number","532872"
"2002 Population at Each Census Since 1841","1991","Female","Kildare","Number","60449"
"2002 Population at Each Census Since 1841","1991","Female","Kilkenny","Number","36188"
"2002 Population at Each Census Since 1841","1991","Female","Laois","Number","25410"
"2002 Population at Each Census Since 1841","1991","Female","Longford","Number","14754"
"2002 Population at Each Census Since 1841","1991","Female","Louth","Number","45901"
"2002 Population at Each Census Since 1841","1991","Female","Meath","Number","52079"
"2002 Population at Each Census Since 1841","1991","Female","Offaly","Number","28602"
"2002 Population at Each Census Since 1841","1991","Female","Westmeath","Number","30874"
"2002 Population at Each Census Since 1841","1991","Female","Wexford","Number","50625"
"2002 Population at Each Census Since 1841","1991","Female","Wicklow","Number","49189"
"2002 Population at Each Census Since 1841","1991","Female","Munster","Number","502438"
"2002 Population at Each Census Since 1841","1991","Female","Clare","Number","44551"
"2002 Population at Each Census Since 1841","1991","Female","Cork","Number","205827"
"2002 Population at Each Census Since 1841","1991","Female","Kerry","Number","59962"
"2002 Population at Each Census Since 1841","1991","Female","Limerick","Number","80862"
"2002 Population at Each Census Since 1841","1991","Female","North Tipperary","Number","28499"
"2002 Population at Each Census Since 1841","1991","Female","South Tipperary","Number","36851"
"2002 Population at Each Census Since 1841","1991","Female","Waterford","Number","45886"
"2002 Population at Each Census Since 1841","1991","Female","Connacht","Number","208900"
"2002 Population at Each Census Since 1841","1991","Female","Galway","Number","89359"
"2002 Population at Each Census Since 1841","1991","Female","Leitrim","Number","12098"
"2002 Population at Each Census Since 1841","1991","Female","Mayo","Number","54732"
"2002 Population at Each Census Since 1841","1991","Female","Roscommon","Number","25203"
"2002 Population at Each Census Since 1841","1991","Female","Sligo","Number","27508"
"2002 Population at Each Census Since 1841","1991","Female","Ulster (part of)","Number","113863"
"2002 Population at Each Census Since 1841","1991","Female","Cavan","Number","25482"
"2002 Population at Each Census Since 1841","1991","Female","Donegal","Number","63300"
"2002 Population at Each Census Since 1841","1991","Female","Monaghan","Number","25081"
"2002 Population at Each Census Since 1841","1996","Both sexes","State","Number","3626087"
"2002 Population at Each Census Since 1841","1996","Both sexes","Leinster","Number","1924702"
"2002 Population at Each Census Since 1841","1996","Both sexes","Carlow","Number","41616"
"2002 Population at Each Census Since 1841","1996","Both sexes","Dublin","Number","1058264"
"2002 Population at Each Census Since 1841","1996","Both sexes","Kildare","Number","134992"
"2002 Population at Each Census Since 1841","1996","Both sexes","Kilkenny","Number","75336"
"2002 Population at Each Census Since 1841","1996","Both sexes","Laois","Number","52945"
"2002 Population at Each Census Since 1841","1996","Both sexes","Longford","Number","30166"
"2002 Population at Each Census Since 1841","1996","Both sexes","Louth","Number","92166"
"2002 Population at Each Census Since 1841","1996","Both sexes","Meath","Number","109732"
"2002 Population at Each Census Since 1841","1996","Both sexes","Offaly","Number","59117"
"2002 Population at Each Census Since 1841","1996","Both sexes","Westmeath","Number","63314"
"2002 Population at Each Census Since 1841","1996","Both sexes","Wexford","Number","104371"
"2002 Population at Each Census Since 1841","1996","Both sexes","Wicklow","Number","102683"
"2002 Population at Each Census Since 1841","1996","Both sexes","Munster","Number","1033903"
"2002 Population at Each Census Since 1841","1996","Both sexes","Clare","Number","94006"
"2002 Population at Each Census Since 1841","1996","Both sexes","Cork","Number","420510"
"2002 Population at Each Census Since 1841","1996","Both sexes","Kerry","Number","126130"
"2002 Population at Each Census Since 1841","1996","Both sexes","Limerick","Number","165042"
"2002 Population at Each Census Since 1841","1996","Both sexes","North Tipperary","Number","58021"
"2002 Population at Each Census Since 1841","1996","Both sexes","South Tipperary","Number","75514"
"2002 Population at Each Census Since 1841","1996","Both sexes","Waterford","Number","94680"
"2002 Population at Each Census Since 1841","1996","Both sexes","Connacht","Number","433231"
"2002 Population at Each Census Since 1841","1996","Both sexes","Galway","Number","188854"
"2002 Population at Each Census Since 1841","1996","Both sexes","Leitrim","Number","25057"
"2002 Population at Each Census Since 1841","1996","Both sexes","Mayo","Number","111524"
"2002 Population at Each Census Since 1841","1996","Both sexes","Roscommon","Number","51975"
"2002 Population at Each Census Since 1841","1996","Both sexes","Sligo","Number","55821"
"2002 Population at Each Census Since 1841","1996","Both sexes","Ulster (part of)","Number","234251"
"2002 Population at Each Census Since 1841","1996","Both sexes","Cavan","Number","52944"
"2002 Population at Each Census Since 1841","1996","Both sexes","Donegal","Number","129994"
"2002 Population at Each Census Since 1841","1996","Both sexes","Monaghan","Number","51313"
"2002 Population at Each Census Since 1841","1996","Male","State","Number","1800232"
"2002 Population at Each Census Since 1841","1996","Male","Leinster","Number","944669"
"2002 Population at Each Census Since 1841","1996","Male","Carlow","Number","21086"
"2002 Population at Each Census Since 1841","1996","Male","Dublin","Number","508966"
"2002 Population at Each Census Since 1841","1996","Male","Kildare","Number","68007"
"2002 Population at Each Census Since 1841","1996","Male","Kilkenny","Number","38144"
"2002 Population at Each Census Since 1841","1996","Male","Laois","Number","27160"
"2002 Population at Each Census Since 1841","1996","Male","Longford","Number","15468"
"2002 Population at Each Census Since 1841","1996","Male","Louth","Number","45641"
"2002 Population at Each Census Since 1841","1996","Male","Meath","Number","55340"
"2002 Population at Each Census Since 1841","1996","Male","Offaly","Number","30003"
"2002 Population at Each Census Since 1841","1996","Male","Westmeath","Number","31599"
"2002 Population at Each Census Since 1841","1996","Male","Wexford","Number","52432"
"2002 Population at Each Census Since 1841","1996","Male","Wicklow","Number","50823"
"2002 Population at Each Census Since 1841","1996","Male","Munster","Number","518217"
"2002 Population at Each Census Since 1841","1996","Male","Clare","Number","47789"
"2002 Population at Each Census Since 1841","1996","Male","Cork","Number","209177"
"2002 Population at Each Census Since 1841","1996","Male","Kerry","Number","63801"
"2002 Population at Each Census Since 1841","1996","Male","Limerick","Number","82546"
"2002 Population at Each Census Since 1841","1996","Male","North Tipperary","Number","29290"
"2002 Population at Each Census Since 1841","1996","Male","South Tipperary","Number","38312"
"2002 Population at Each Census Since 1841","1996","Male","Waterford","Number","47302"
"2002 Population at Each Census Since 1841","1996","Male","Connacht","Number","218387"
"2002 Population at Each Census Since 1841","1996","Male","Galway","Number","94529"
"2002 Population at Each Census Since 1841","1996","Male","Leitrim","Number","13044"
"2002 Population at Each Census Since 1841","1996","Male","Mayo","Number","56371"
"2002 Population at Each Census Since 1841","1996","Male","Roscommon","Number","26695"
"2002 Population at Each Census Since 1841","1996","Male","Sligo","Number","27748"
"2002 Population at Each Census Since 1841","1996","Male","Ulster (part of)","Number","118959"
"2002 Population at Each Census Since 1841","1996","Male","Cavan","Number","27281"
"2002 Population at Each Census Since 1841","1996","Male","Donegal","Number","65520"
"2002 Population at Each Census Since 1841","1996","Male","Monaghan","Number","26158"
"2002 Population at Each Census Since 1841","1996","Female","State","Number","1825855"
